title,category,content
"2019-9-4湘潭钼铁市场行情","体育","品名\n规格\n材质\n产地\n价格\n比昨天\n备注\n钼铁 - FeMo60 湘潭 *** *** 主流报价\n"
"绝杀啊！美国这下悬了！塔图姆伤了！字母哥输球了","体育","4罚不中！\n这剧本都不敢这么写！\n或许在无数球迷的心中，\n梦之队这三个字就意味着胜利，\n而NBA最有价值球员，\n也是国际赛场上无敌的存在。\n然而今天的土耳其和巴西用\n最最现实的比赛告诉了我们，\n赢球靠的不是名气，\n比赛没有结束，\n你永远无法想象下一刻会发生什么，\n或许这就是篮球的魅力吧。\n伊利亚索瓦，何许人也？\n雄鹿前锋，\n场均上场18.1分钟，\n仅有6.8分4.7篮板入账。\n美国队梦之队队众，\n又是何许人也？\n有来自各支球队的青年才俊，\n有米切尔、沃克、米德尔顿、塔图姆\n这等已经打出名堂的球星。\n看似差距巨大，可是谁赢谁输，\n那要碰过才知道。\n不管平日里再怎么调侃：\n“美国队，别以为你稳了”。\n但技巧君属实没想到，\n真的有球队能在小组赛就把\n美国逼入绝境，\n更让技巧君没想到的是，\n拥有波波、\n科尔这等顶级教练组配置的球队，\n居然沦落到靠运气赢球。\n伊利亚索瓦这么一个32岁的角色球员，\n却在全场砍下23分14板，\n苦苦支撑着土耳其队到最后一秒。\n比赛进行到最后时刻，\n全员NBA的美国队，\n竟然出现了个熟悉的场面！\n特纳边线接球后立刻漫不经心的转移！\n谁料土耳其飞将杀出完成抢断！！\n同样的场景，同样的剧本，\n不同的结局，\n土耳其四罚全丢，葬送好局，\n而米德尔顿却展现出了大心脏，\n关键时刻两罚两中，完成罚球绝杀。\n看似运气实际也有实力的成分在其中。\n尽管美国队艰难的赢下了这场比赛，\n可美国恐怕又有一名大将将要退出！！\n最后一回合的攻防转换，\n塔图姆扭伤脚踝，被架出场！\n土耳其人足够拼命，\n才能完成抢断，\n扼住美国队的咽喉，\n土耳其人也不够努力，\n四罚全丢，是基本功的缺失，\n更是关键时刻不够冷静。\n本来这一届土耳其男篮将\n被他们的国民铭记在历史之中，\n却让机会转瞬溜走。\n而在热身赛中艰难战胜中国男篮的巴西队，\n却把握住了一举成名的机会。\n谁说MVP球员就牛逼，\n谁说平民球队就不能战胜他们？！\n在这场比赛开打之前，\n如果有人告诉我，\n37岁的巴博萨和瓦莱乔，\n能够在线教字母哥做人，\n技巧君一定会说：\n“好家伙，这得喝多少啊？”\n甚至对于近几年不怎么\n关注NBA的人会说：\n“瓦莱乔？你说的是2009年\n那个被韦德隔扣的中锋？”\n“巴博萨？\n你说的是那个早就从\nNBA退役的巴西闪电？”\n是的，就是他们。\n技巧君万万没想到，\n巴博萨这奔四的人了，\n居然还能飞？\n挂五档加速字母哥都只能跟在身后吃灰！\n而同样82年出生的瓦莱乔，\n全场砍下22分9板2助，\n篮下上反篮轻松打进，\n字母哥一言不合正欲还击，\n谁料影帝上线怒造进攻犯规！！\n尽管最后时刻巴西出现致命失误，\n送给对手三次罚球机会，\n然而今晚大家的罚球似乎\n都陷入了迷之手感，\n没能把握住机会的希腊队\n只得苦苦吞下败果。\n"
"美网：德约肩伤退赛 瓦林卡晋级八强","体育","全部全部\n新闻\n视频\n图集\n来源:体育频道作者:体育频道\n播放次数：0\n602566\n编辑：陈慧\n媒体链接：\n不良信息举报电话：0591-38877777\n"
"河南省第六届社会体育指导员技能交流展示大赛在焦作市举行","体育","　　8月30日下午，为期两天的河南省第六届社会体育指导员技能交流展示大赛在市太极体育中心体育馆闭幕。副市长牛炎平为获奖选手和单位颁奖。\n　　本届大赛由河南省体育局、焦作市人民政府主办，河南省社会体育事务中心、焦作市体育局承办，共有来自全省各地21支代表队的403名优秀社会体育指导员参赛。大赛以“奉献、服务、健康、快乐”为主题，旨在展示我省社会体育指导员风采，增强全社会对社会体育指导员队伍的认识，发挥社会体育指导员在全民健身工作中的作用，促进全民健身事业健康持续发展。本届大赛设健身技能比赛、交流展示项目两个部分。\n　　在本届大赛中，焦作市代表队获得了广场舞操舞类（集体项目）一等奖、广场舞操舞类优秀编排奖、广场舞操舞类团队风采奖、武术类优秀编排奖、优秀组织奖运动队五个奖项，充分展示了焦作市广大优秀社会体育指导员的教学指导能力和技能展示水平。作为承办方，市体育局精心组织、周密部署，认真做好本次赛事的组织和服务保障工作，确保活动圆满举行。\n责任编辑：陈静\n"
"钟汶 赔偿普通歌词","体育","钟汶 赔偿普通歌词\nby Near\n剩下嘴巴逞强\n眼睛无力支撑\n就连说一个谎\n瞒一瞒你都不想\n受尽委屈能怎样\n哭过又怎样\n结果都一样\n被你所伤\n何苦一再勉强\n越期待越失望\n何苦为你设想\n不过想留你在旁\n跌得痛会成长\n说则多平常\n……\n更多\n\n文本\n歌词最后编辑于\n2016-01-25 15:32\n编辑者parthenopeau\nLRC\n歌词最后编辑于\n2015-12-01 20:47\n"
"尤文图斯已经拥有“两个C罗”，朝鲜C罗加盟就创下两大新纪录","体育","本周一，尤文图斯俱乐部从意甲卡利亚里俱乐部签下了21岁的朝鲜前锋韩光宋，这位号称“人民C罗的”天才前锋其实登陆意甲早已有2年多的时间，不过这一次他却成为尤文图斯俱乐部历史上第一位正式签约的亚洲球员。\n“人民C罗”加入尤文之后暂时会在U23队效力，不过尤文U23队上赛季成为意甲历史上第一支参加职业联赛的意甲梯队。尤文U23在上赛季意大利丙级联赛中成功保级，本赛季依然在意丙序列，成为尤文俱乐部第二支职业球队。不过韩光宋的水平和能力绝不止是在意丙，此前他在意甲和意乙都有过进球，加盟U23队只是为进入尤文一线队做铺垫。\n两个赛季前的意大利乙级联赛首轮比赛，被租借到意乙佩鲁贾队的韩光宋就上演帽子戏法，创造了亚洲球员在意大利联赛的纪录，成为亚洲球员在意大利联赛单场打进3球的第一人。此后，韩光宋在重返卡利亚里队之后还斩获了个人意甲处子进球。虽然大多数时间里他都被租借到意乙锻炼，但是他的潜力早就被很多意大利球队所看好。加盟尤文图斯队之后，以他目前的情况看确实难以在短时间跻身一线队，但是不排除会被再次外租练级或是放在U23队参加意丙联赛继续培养。\n加入更大平台之后，“人民C罗”和总裁C罗将会频繁的在一线队合练，因此不排除尤文俱乐部将他纳入一线队做为替补的可能性。21岁的朝鲜天才前锋通过这次转会将进入到职业生涯另一个新起点，或许有一天，我们会在尤文图斯阵容中见到两个C罗，一个来自亚洲，一个是C罗本人。\n“人民C罗”加入尤文也创造两大亚洲球员新纪录：第一位加盟尤文职业队的亚洲球员，第一位先后在意大利甲乙丙三级职业联赛效力的亚洲球员。\n"
"体坛快车丨中国男篮今晚迎生死战 世界教练排名李霄鹏再创新高","体育","中国男篮今日迎生死战 胜委内瑞拉将直通东京\n9月4日，中国男篮将会继续在五棵松主场面对委内瑞拉男篮。按照规则，中国男篮都必须战胜委内瑞拉男篮，才能够直接进入下一轮小组赛。不仅如此，如果能够小组出线，而且将直接获得东京奥运会门票。\n比较尴尬的是，截至目前，中国男篮在世界大赛对阵委内瑞拉还无胜绩。在两队的交手历史上，中国男篮在世界大赛上四次负于委内瑞拉。从整体身高上来看，目前委内瑞拉队的平均身高是1米96，比平均身高2米的中国队稍逊一筹。这场比赛，做好内线篮板球的拼抢，同时限制对手的三分，才是中国队赢球的关键。\n男篮世界杯：已有12支球队提前晋级\n2019年FIBA中国篮球世界杯小组赛次轮结束，其中，A组的波兰、B组的阿根廷和俄罗斯、C组的西班牙、D组的塞尔维亚和意大利、E组的美国、F组的巴西、G组的多米尼加和法国、H组的澳大利亚和立陶宛等12支球队提前晋级。\n鲁能外援动态：费莱尼谈中超感受 佩莱逛大明湖\n鲁能距离下轮联赛开打还有10天的时间，目前王大雷、蒿俊闵、段刘愚和李冠希跟随国字号集训，其他球员都回到球队中。外援方面，莫伊塞斯和家人一起返回济南，佩莱也发出了自己游览大明湖的照片，而费莱尼则在近日接受了采访，他表示，中超是一个身体对抗非常激烈的联赛，部分球员跑动能力出色，也有部分球员技术能力很强。联赛水准比英超逊色一些，但是水平也在快速进步中。\n斯科拉里巴甲下课 前鲁能主帅接手\n当地时间本周一晚，巴甲帕尔梅拉斯官方宣布与主帅斯科拉里解约，巴西教头将带着两位助手保罗·图拉和卡洛斯·普拉西德利离任。俱乐部对其率队赢得2018赛季巴甲冠军表示感谢，前鲁能主帅曼诺·梅内塞斯接手球队。帕尔梅拉斯近期表现糟糕，联赛最近7轮5平2负未尝胜绩，上轮更是在客场0比3惨败弗拉门戈，目前仅列积分榜第5。\n世界教练排名出炉 李霄鹏第36位创本土新高\n9月4日，在ClubWorldRanking网站最新一期的世界教练排名中，鲁能主帅李霄鹏位列世界教练排行榜第36位，创造了中国本土教练的新高。排名第二高的本土教练是建业的王宝山，他在世界教练排行榜中排在第157位。两者之间差了119位。另外，恒大主帅卡纳瓦罗排名世界第18位，是目前排名最高的中超教练。\n五大联赛夏窗投入达50亿镑 英超第一西甲第二\n19/20赛季欧洲五大联赛夏季转会窗关闭。据德勤数据，英超今夏支出达14.1亿镑，仅比2017年创下的记录少2000万镑。西甲第一次突破10亿镑的大关，投入达到12.4亿镑，排名第二。意甲第三，投入10.6亿镑。身后的是德甲（6.7亿镑）和法甲（6.05亿镑）。五大联赛夏窗投入总额达到了50亿镑。\n日韩等八国申办2023年女足世界杯\n日前，国际足联官方确认，8个成员协会申办2023年女足世界杯，分别是阿根廷足协、澳大利亚足协、巴西足协、哥伦比亚足协、日本足协、韩国足协（其表示有意与朝鲜足协联合申办）、新西兰足协、南非足协。另外，这也将是历史上第一届有32支队伍参赛的女足世界杯。\n费德勒无缘美网男单四强\n2019美网1/4决赛 ,迪米特洛夫3-6/6-4/3-6/6-4/6-2战胜费德勒，这是迪米7连败费德勒后生涯首胜对手，首次晋级美网四强，费德勒无缘第11次打进美网四强。\n卡拉斯科迎来26岁生日 妻子晒照送甜蜜祝福\n9月4日，大连一方外援卡拉斯科迎来了自己26岁的生日，他的妻子、大连一方俱乐部及亚足联官方都通过社交平台为卡拉斯科送上了祝福。卡拉斯科妻子在Instagram上分享了他头戴生日帽的可爱照片，并写道：“生日快乐，爱你！”\n闪电体育 孙东昊\n"
"“艾”来了！","体育","　　日前，中国男足在广州天河体育场集训，备战世预赛亚洲区40强赛，首位无血缘归化球员艾克森身披国足训练服出现在训练场上。艾克森表示，他很喜欢国家队的氛围，接下来的目标就是进更多球。\n"
"赣州市医疗急救中心代表队参加2019年江西省院前急救综合技能竞赛获佳绩","体育","　　中国江西网讯 通讯员罗欣竹 报道：近日，赣州市医疗急救中心代表队参加了2019年江西省院前急救综合技能竞赛，取得了良好的成绩：急救医疗团体获得第三名，急救调度团体第四名，急救中心团体成绩获得三等奖。陈珍珍获得护士个人第三名，荣获“技能标兵”称号。充分展示了赣州市院前急救的实力水平，得到了省内以及外省急救同行的一致认同。\n　　此次大赛共有11个设区市急救中心参加大赛，大赛第一次进行了调度技能的竞赛，急救医疗团队完成创伤生命支持项目和心肺复苏操作。比赛项目贴近急救实际，充分考验团队协作能力，尤其是调度和医疗团队的密切配合。赣州120派出最年轻的急救团队参赛，通过大赛锻炼了急救人才，提升了急救技术，规范了急救行为，促进了团队精神。\n　　赣州市医疗急救中心下一步将开展院前急救技能大赛，对中心城区急救站的急救技能进行培训和检验，促进院前医疗急救服务的发展，强化突发公共卫生事件的应对能力。\n"
"一分钟之前，你还不知道，这家米粉店排队才能吃到","体育","进来了还想跑？\n晚了……\n今天不馋到你流口水是不会放你走的\n正所谓“食欲之秋”\n想吃🍔🍙🍰🍜🍦🍟🍲\n还有🍬🍹🍤🍮🍫🍪🍗🍶🍕🍩\n......\n今天就是让你“贴秋膘”\n正大光明的吃吧！\n高能预警\n3\n2\n1\n滨海新区 这家店\n小编帮你挖出来了\n（罗罐中米粉店）\n灰白系＋熏黄灯，复古感一下子就吸引住眼球！店名也很考究：罗罐中，但此罗罐中非彼罗贯中。\n米粉是以大米为原料，经多种工序加工而成的丝状米制品。质地柔韧且富有弹性，比面食有过之而无不及，深受南北方人喜爱。\n他家的米粉价位属于平民系的，基本是十来块一碗，可以说是很良心了~还有一些配料是免费加的，经济实惠型餐馆说的就是它无疑了！\n麻辣肥肠米粉\n米粉比面条软糯许多，不用多嚼，入口即化~\n这碗肥肠米粉不算是麻辣，有点成都火锅的意思，吃起来很带劲。米粉充分吸收了汤汁，所以每一口下去都味道十足~\n喜欢把米粉、肥肠、蔬菜一起舀到勺子里，享受一口吞下去的满足感。肥肠油而不腻，浸透汤汁后在嘴中散发的猪油香与辣油香，回味无穷。\n罗家番茄牛肉米粉\n番茄牛肉粉适合不能吃辣的朋友。熬制了几个小时的番茄肉汤，将番茄中的酸与甜全部榨了出来，浓郁到接近番茄酱。\n一口牛肉一口汤绝对让你陶醉，挂在米粉上的汤是不能完全体现番茄汤底的美味的，必须舀起一勺，连汤带肉，这样才能吃出它的真谛。\n骨汤大排米粉\n搭配每碗都有的鹌鹑蛋和西兰花，可以说是清淡又有营养~\n浓郁的白汤骨头熬制，浓稠又爽口~满满的都是养份。\n青城酸菜鱼片米粉\n陶罐中酝酿出来的老坛酸菜，总是有着独特的味道。微酸中带着微醺，微醺中夹杂着丝丝辣意，酸辣中间混杂这个鱼肉的鲜，遇见它，吃货都把持不住~\n川味泡椒米粉\n泡椒让辣有了另外一番滋味。火辣的口感，带着泡椒自身的微酸，瞬间胃口大开。浸透汤汁后在嘴里散发的辣油香，让人回味无穷。\n新品炒米粉\n罗罐中炒米粉入口时滑，落牙时弹，咀嚼时糯，这是属于炒米粉独有的“筋道”，酱汁在碗边收出干净漂亮的弧线，赋予米粉浓厚的味道。\n冷锅串串\n整整齐齐的码在冰柜里，不仅好看，而且新鲜。冷锅串串上撒着小米椒，冒着一股冷香，在油辣子里涮一下，香味都能飘出十里地。\n诚意100%，只为你\n100%真材实料\n从调料到米粉、蔬菜，都是真材实料，绝不含糊。\n100%匠心手法\n最美味米粉唯有用心才能成就。走遍巴蜀大地，穿梭于古朴小城的街头巷尾，一直所坚持的只是想要寻找传统川味之精髓，朴素烹饪之技法，用心做出的特色。\n100%健康味道\n坚持健康好味道，是罗罐中的不二“私心”。对于一般的食物，真材实料，匠心制作或许已经足够了，但对于罗罐中来说，还远远不够~\n这么有“诚意”的一家店，吃货还不速速来打卡。\n地址：滨海新区云山道与宁海路交口友阿奥特莱斯 3栋1层汉堡王旁返回搜狐，查看更多\n"
"4-0梦幻开局，0-3遭回应，小丁虽轻松取胜但隐患颇多，需加强长台","体育","4-0梦幻开局，0-3遭坎桑姆回应，小丁虽轻松取胜但隐患颇多，需加强长台率。如果今晚对手稍稍强大一些，丁俊晖难逃厄运。靠运气？打组合翻中袋，丁俊晖展示高超技艺，但长台防守的隐患外露。\n那边中国小将颜丙涛刚刚被世界冠军巫师轻取，在一片为颜丙涛惋惜之声中，晚上的泰国曼谷，丁俊晖迎来了6红球世锦赛第二战。\n首局，丁俊晖率先打开局面，拿到25分，随后对手一杆35分，因打蓝叫粉出现母球走位失误，他需要拼一杆远台大角度，遗憾的是他没有将粉球打进。小丁也拼一杆，未果但运气不错，留下斯诺克。虽然对手解球成功，但是小丁依然稳稳地吃掉两颗远台。以38：35逆转，先拿一城。\n次局，率先得分手易主，坎桑姆一杆拿下24分，安全球较量中又拼进一颗红球，打绿色球防守，丁俊晖远台高杆推进左侧低袋红球，运气相助，也刚刚好叫到黑球。丁俊晖一鼓作气，清台，献出单杆41分，以41：25再下一城。\n第三局，丁俊晖先入局，十八般武艺全部用上，先是打组合红球入左侧低袋成功，又是翻中袋入袋，一杆打到22分停球。坎桑姆防守出现2次失误，小丁又打出一杆15分和33分，本局三杆一共拿下70分，70：0继续扩大比分优势。但看过程，丁俊晖的运气似乎好过了技术。\n第四局，丁俊晖一杆防守不严谨，坎桑姆利用顶裤蓝球做斯诺克。小丁解球漏球，并且被罚4分。坎桑姆架杆失误，小丁接管局面。丁俊晖一杆吃掉6颗红球，清彩阶段在粉球上出现失误偏出袋口，单杆54分。以54：4连下四城，距离第三轮仅仅一步之遥。\n第五局，丁俊晖一杆拿下10分，强攻远台靠左侧红球入右上角顶裤，不进，留给坎桑姆一颗小角度的中远台。坎桑姆攻入红球，并用过两杆调教，成功入局，清台，打出本场首次单杆62分的高分。坎桑姆以62：10艰难地扳回一局。\n第六局，坎桑姆手感已经打热，顺势先拿18分，选择防守。安全球比拼中，在能看到整颗红球的局面下，坎桑姆放了一趟空车，被罚4分，并留下中远台。丁俊晖干脆利落地打进，但仅仅吃掉2套球，便出现走位不佳，无奈防守。坎桑姆占得先机，一杆再添40分，以58：11继续缩小差距。\n第七局，坎桑姆手感已经滚烫，相反，丁俊晖在手握大把赛点的情况下，显得有些随意，注意力不集中。坎桑姆又是先将14分收入囊中。防守中坎桑姆出现失误，被罚4分，小丁打丢简单左侧红球中袋，坎桑姆抓住机会，再添单杆54分，以68：4继续“填坑”。丁俊晖优势瞬间被抹平。\n第八局，双方把球打成乱局。坎桑姆通过一杆远台组合球上手，打到13分时，K底裤球未果，终止线路。防守大战中，丁俊晖高杆推进一颗远台红球打破僵局。此时有三颗红球贴裤，丁俊晖一一破解，清彩至黑球，打出单杆39分，以39：13取得本场胜利。\n丁俊晖已经凭借2战2胜提前出线。这是可喜之处，但今晚丁俊晖的表现并不是一个大师级别的表现。在4：0拿到赛点后，又犯了喜欢浪的老毛病。让对手连追3局，险些进入决胜局。丁俊晖的另一个隐患是，他的长台命中率并不佳，防守也中规中矩，简单红球失误颇多。倘若进入后面的单败淘汰赛，一旦遇到种子球手，将是一种很危险的局面。\n希望丁俊晖在接下来的比赛中多多练习远台准度。该拼远台时，就得拼，不能犹豫，也不能丢掉拼球的机会。\n"
"一人一城有多难？现役只有他超过十年！忠诚挡不住利益","体育","NBA有很多难以超越的记录！乔丹的两次三连冠，拉塞尔的总冠军数，张伯伦的单场100分，甚至科比的81分等等！而随着联盟的快速发展，有一项记录也变得越来越难，那就是一人一城！不久就退役的诺维茨基，更早的邓肯科比都是一人一城的代表人物，他们为球队奉献了整个职业生涯，球队也给与了他们最崇高的礼遇，不过这样的荣耀恐怕今后会越来越难以见到了！\n此前联盟仅有3位球员在一队效力超过十年！这三个人分别是勇士队库里，雷霆威少和灰熊康利。而随着休赛期交易结束，威少加盟快船携手三弟哈登，康利也远赴爵士辅佐年轻的米切尔。不知不觉间，联盟现役效力一支球队超过十年的球员只剩下库里一人，有机会达成一人一城的球员也只有寥寥数人还有希望！\n威少和保罗的互换交易确实在联盟引起了不小的轰动！一方面，火箭在连续三年输给勇士后终于下决心交易来威少，威少换保罗，账面上这绝对是一号位的完美升级，更年期更有活力的威少能给休城注入新的活力，这是休斯顿冲冠的最佳机会，而对于雷霆，谁也没想到他们会就此重建，就像之前说的那样，如果雷霆在某个时刻选择放弃威少，那雷霆绝对已经开始了重建之路。\n休赛期，球队先是毫无征兆的送走乔治，随后在热火眉来眼去之后选择将威少送到了休斯顿，选择重现来过的同时也给了威少最后的回报，送他去了想去的球队得到了梦寐以求冲击总冠军的机会。至此，曾经的雷霆三少彻底成为历史。威少！这个效力球队11年之久俄克拉荷马的宠儿，也离开的梦开始的地方！\n如果雷霆可以在近几个赛季稍微有所突破的话，威少本也可以一人一城坚守到最后，8次全明星，8次最佳阵容，并且还是1届MVP、2届得分王和2届助攻王，这是威少留给雷霆最后的记忆。俄克拉荷马需要总冠军，威少同样需要总冠军，现实让坚守了11年的威少和雷霆终于低下了头颅！\n随着康利的交易离队，曾经那个让所有西部球队忌惮的铁血雄狮灰熊正式成为历史，和威少不同，康利的交易早已是命中注定，从球队战绩到个人数据，康利和灰熊背负的质疑实在太多了。灰熊时注定留不下超巨的，以为他们注定难以冲击总冠军，这是所有小球队的悲哀，小城市没有自由球员青睐，马刺靠着邓肯和波波维奇的妙手组成了GDP称霸了接近20年，但是随着GDP的退役，曾经的冠军热门如今不也是举步维艰吗？\n"
"6台格尔发全超百万公里 厦门旺大物流的张广军打CALL实至名归_中国卡车网","体育","请您简短留言也可咨询电话400-6020-568：\n6台格尔发全超百万公里 厦门旺大物流的张广军打CALL实至名归：\n"
"特別的禮物，譚詠麟收到國安全體球員簽名球衣","体育","虎撲9月4日訊 今天，著名歌手譚詠麟曬出了自己與國安球衣的合影，上面帶有國安全體球員的簽名。\n譚詠麟寫道：「宮格25，本季最新球衣全部球員都有簽名仲特別帶到演唱會場外給我。 ​」​​​\n作為一名球迷，譚詠麟平時喜愛踢球，同時也經常曬出自己身穿球衣的照片，而他已經擁有了申花、一方、恆大等隊的球衣。\n(編輯：小楊)\n本文來自：虎撲\n"
"新赛季的湖人队，提升的不止防守","体育","文|陈晖之体育\n湖人队在休赛期引进大牌球星戴维斯，所付出的交易筹码也是巨大的，但经过休赛期的运作，这支球队在新赛季……\n不能说球队有巨大的阵容变动，但戴维斯和格林等球员的加入，英格拉姆、鲍尔和哈特等球员的离队，还是有不小的球员变动。\n综合休赛期这支球队的运作，会发现最明显的是防守等级有提升，这也是急需的，同样非常关键的，但事实上不止这些。\n心心念念的“浓眉哥”终于加盟湖人队，这是当时前者终于被球队交易来时，球迷内心感到非常喜悦的一笔运作。\n只是面对休赛期整个联盟，确切地说是西部，再具体点就是同城兄弟球队得到伦纳德和乔治之后，湖人队的喜悦似乎多了些许不安。\n在拥有詹姆斯的情况下，和戴维斯组成“双子星”，这样的组合是相对不错，但面对外部整个联盟的格局，还算不上特别给力。\n后面球队围绕“双子星”的一系列运作，也是为了完善球队阵容，冲击更好的成绩，以便能打入季后赛，甚至走得更远，包括未来的新老交替。\n如果按照10分的标准给湖人队的休赛期运作打分，能给到8分，那会要是能签下伦纳德估计就是满分10分，可是球队和他之间没有达成共识。\n不过按照湖人队当下的球队阵容，新赛季必将有所成就，进步应该会有的。\n最直接的防守提升，这是戴维斯加盟的作用之一，但其实还有格林和受伤的考辛斯，后者由霍华德来弥补。\n上赛季贡献场均12篮板2.4盖帽的戴维斯获得过2018年、2015年和2014年的盖帽王。\n丹尼格林这点作为3D球员类型上的佼佼者，从马刺队体系出来之后，又随猛龙队在2019年夏天夺得NBA总冠军，其防守早已得到联盟公认。\n考辛斯本是以内线大闸的身份加入湖人队，不料在训练中发生意外，不过湖人队又引进霍华德。\n2004年状元——霍华德，尽管上赛季只打了9场常规赛就宣布赛季报销，但最近几个赛季的整体表现还算不错。\n能证明霍华德防守的最近成就是2013年的篮板王和2010年的盖帽王。\n前面三个点是休赛期湖人队增加的主要防守点，还没算上球队原有的和续约的球员所拥有的防守能力。\n进攻火力点，或者说主攻点的完善，球队的进攻能力其实跟防守是息息相关的，不过还是要说一说变化的进攻点。\n上赛季戴维斯场均能贡献25.9分3.9助攻，这还不算最高赛季的，并且还有不少进步空间。\n此外场均能得到10.3分的格林，以及9.3分的布拉德利，其实后者在灰熊队和前面几支球队的场均得分都在15分左右。\n不要忘记霍华德在上赛季也能输出场均12.8分，并且是在受伤的那段时期。\n同样这些仅仅只是加盟的得分点，不过相对于离开的球员也是有利有弊，尤其是除戴维斯之外的球员，进攻能力很难再有提升。\n不过戴维斯和霍华德的内线进攻，格林在三分线外的投射和布拉德利的中投，都是能丰富球队的进攻方式。\n由于布拉德利上赛季辗转多支球队，其防守会被有所忽视，其实当年和现有队友隆多在凯尔特人队的防守，那也是相当强悍的。\n球队阵容的平均年龄也得到“提升”，这可能看来是一个比较矛盾的问题，毕竟随着年龄的增加，还会带来体力等一系列问题。\n34岁的杜德利上赛季在篮网队只能得到场均4.9分2.6篮板1.4助攻，指望不上有太大的数据贡献，但需要的就是他的经验。\n还有即将年满34岁的霍华德也是，固然还有准两双的数据贡献，关键是他的打球经历确实能帮助湖人队缓解内线压力。\n32岁的格林虽然还在巅峰期间，不过相比于离队的鲍尔等球员，新加入的几位都是年龄比较大的。\n交易来戴维斯所付出的交易筹码，肯定是想着加速球队重建，说到底还是想尽快提升球队竞争力。\n直接交易和培养球员，肯定是前者来得更快更有效，但年龄又是不得不权衡的一个难题。\n新赛季打入季后赛是当下最切实际的目标，甚至是能在季后赛中走得更远。\n其实去年休赛期湖人队在签下詹姆斯的时候，就非常渴望在他的带领下能重返季后赛，只不过由于伤病等诸多因素导致无果。\n当下湖人队的阵容是比上赛季更强的，这点从戴维斯在鹈鹕队的数据表现已得到证明，加上他之外还有不少补强点。\n伤病因素固然没法完全避免，但要想着不要重蹈覆辙，特别是大面积的伤病之前让球队一度陷入连败的颓势之中。\n詹姆斯、库兹马、隆多和波普等球员还是老队员，而教练组的“大换血”，也是打算彻底改变球队打法，或者说围绕核心全力打造。\n在詹姆斯之后，这支球队的未来目前看来就是戴维斯，明年夏天有望跳出球员选项的他会不会留在湖人队，这个都不好说。\n判断的唯一依据就是新赛季湖人队的成绩，同样湖人队也想借着即将年满35岁的詹姆斯还在巅峰状态，尽快完成新老交替。\n其实从签下考辛斯这位大个子点上来看，不单单是拥有高性价比的内线，也是可以作为未来建队的一个基石考虑，前提是他能保持健康。\n从引进戴维斯，到围绕他和詹姆斯的角色球员引援，再到憧憬新赛季，最后到谋划未来，还有加上教练团队的重组，都是为了一个目标。\n那就是NBA总冠军，自2010年湖人队登顶之后再没辉煌过，不知道下一座奥布莱恩杯什么时候会来？\n"
"岳阳“学习强国”知识竞赛开赛 41支队伍“抢”8个决赛名额","体育","岳阳“学习强国”知识竞赛开赛\n41支队伍“抢”8个决赛名额\n湖南日报·新湖南客户端9月4日讯(见习记者 吴广 张璇)今天上午，以“不忘初心、牢记使命”为主题的岳阳市2019年“学习强国”电视知识竞赛复赛首场开赛。41支队伍被分成5组，进行为期三天的复赛，按照积分高低遴选前8名队伍晋级决赛。\n复赛首场，经过激烈角逐，屈原管理区代表队发挥稳定，以390分位列榜首;岳阳市交通系统代表队在抢答题环节后来居上，以360分名列第二;汨罗市代表队排名第三，岳阳市政府办系统一队、岳阳市教体系统、临湘市、岳阳市科技系统、岳阳市政法委系统一队等代表队紧随其后。首场复赛在祥和的欢声笑语中圆满结束。\n此次竞赛实行积分制，分为初赛、复赛、决赛3个阶段。8月下旬，岳阳13个县(市)区、19个市直系统及中央、省驻岳高等院校、企业完成初赛。竞赛题目均取自“学习强国”平台，内容涵盖习近平新时代中国特色社会主义思想、中央省市有关精神以及法律历史文学等方面知识。今天上午的首场复赛分为稳扎稳打(必答题)、步步为营(挑战题)、奋勇争先(抢答题)、激流抢滩(风险题)4个环节。参赛队员沉着应对，各显风采。\n“不错，都是有备而来的!”赛后，本场比赛仲裁员、市委宣传部理论科科长江哮说，今天参赛的8支队伍、24名选手发挥稳定，赛风赛纪良好，答题反应灵敏，基本反映了全市“学习强国”的学习水平。希望比赛选手能吸取首场复赛的经验教训，发挥更好的成绩;也希望达到以赛促学的目的，推动全市党员干部掀起新一轮的学习高潮。\n“学习强国”是习近平新时代中国特色社会主义思想最权威、最全面的信息平台，是广大党员干部干事创业的理论宝库、强魄铸魂的精神家园。1月1 日，中宣部建设的“学习强国”正式上线，省市委高度重视“学习强国”平台的使用，并将其纳入年度意识形态工作考核指标。此次比赛由岳阳市委宣传部主办，旨在推动全市党员干部对“学习强国”平台的学习运用，营造良好的学习氛围，为庆祝新中国成立70周年献礼。\n[责编:吴广]\n"
